name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
KHÁCH SẠN LA VELA SÀI GÒN (LA VELA SAIGON HOTEL),"Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,9",25220,Không có,9.2,9.0,9.2,9.2,1,1,1,0,1,1,1,1,1,15.112.750,5.006.959
Khách Sạn & Căn Hộ T-Ritz Sài Gòn (T-Ritz Saigon Hotel & Apartment),"20 - 22 Phạm Ngọc Thạch, Quận 3, Thành phố Hồ Chí Minh, Việt Nam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,8",3882,8.8,8.8,8.8,Không có,9.2,1,1,1,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Vivian Airport Hotel Saigon,"No. 94-96 Thang Long, Ward 4, Tan Binh District, Ho Chi Minh City, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,4",1108,8.8,9.0,8.8,8.2,8.7,0,0,0,0,1,1,1,1,1,1.099.125,422.599
Midas Hotel 2,"131 Đ. Cao Thắng, Phường 17, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000","7,9",238,8.5,8.6,8.5,8.5,8.8,1,0,0,0,0,0,1,1,1,1.000.000,353.821
Ngọ house,"132 Ngô Thị Thu Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,1",494,8.7,8.9,8.6,8.4,8.6,1,0,0,0,0,0,1,1,1,Không có giá trước,370.370
Tan Son Nhat Saigon Hotel,"202 Hoàng Văn Thụ, Quận Phú Nhuận, Phú Nhuận, Hồ Chí Minh, Việt Nam, 70000","8,5",4112,8.6,8.6,8.6,8.5,8.7,1,1,1,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Liva Hotel,"36A đường Út Tịch, phường 04, quận Tân Bình, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,0",297,7.7,7.2,7.2,6.6,6.7,0,0,0,0,1,0,0,1,1,Không có giá trước,259.259
LUNA Luxury Residence - Vinhomes Landmark,"No. 720A, Dien Bien Phu Street, Bình Thạnh, Hồ Chí Minh, Việt Nam","8,5",185,8.5,8.0,8.5,8.8,8.8,0,0,0,0,0,0,1,1,1,1.456.763,658.148
Cozrum Homes - Sonata Residence,"No. 41, Nguyen Thi Thap, Tan Phu Ward, District 7, Quận 7, Hồ Chí Minh, Việt Nam","7,4",5068,7.6,7.8,7.7,7.4,7.3,1,1,1,0,0,1,1,1,1,2.000.000,464.754
Saigon River Hotel - Quận 2 (SAIGON River Hotel - Dist 2),"35/8, Đường Số 19, Phường An Khanh, Tha`nh phố Thủ Đức, Quận 2, Hồ Chí Minh, Việt Nam, 70000","7,9",954,8.3,8.3,8.2,7.5,8.0,0,0,0,1,1,0,1,1,1,560.000,257.380
Red Sun Airport Saigon Hotel,"8-9 Tran Quoc Hoan, Ward 4, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,7",345,8.3,8.1,7.8,7.6,7.9,0,0,0,0,1,0,1,1,0,462.698,340.145
Start House Coliving,"B50 Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam, 72108","8,5",645,8.6,9.0,8.2,Không có,8.5,1,0,0,0,0,0,1,1,1,Không có giá trước,207.407
MDHOTEL 2,"105/16 Nguyen Thi Tu Street, Binh Hung Hoa B Ward, Binh Tan District, Ho Chi Minh City, V, Bình Tân, Hồ Chí Minh, Việt Nam, 71900","7,3",376,7.9,8.0,8.1,7.5,7.8,0,0,0,0,0,0,1,1,1,314.531,277.778
Ahu Hotel & Apartment,"373/49 Phạm Ngũ L&#227;o, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,4",936,8.9,8.5,8.6,Không có,8.5,1,1,0,0,0,0,1,1,1,500.000,290.507
Khách sạn Minh Anh Gò Vấp (Khách sạn Minh Anh Gò Vấp ),"No. 65, Street No. 1, Thong Nhat, Ward 11, Go Vap, Ho Chi Minh City, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000","8,3",155,8.8,9.2,8.8,8.3,8.5,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Ramana Saigon Hotel,"323 L Văn Sỹ, Quận 3 , Quận 3, Hồ Chí Minh, Việt Nam,","8,1",2537,8.1,8.3,8.2,8.0,8.2,1,1,0,0,1,1,0,1,1,Không có giá trước,Không có giá sau
The Concept Hotel HCMC - Premium,"27 Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","9,2",485,9.4,9.5,9.3,9.1,9.4,0,0,0,1,0,1,1,1,0,2.427.974,1.023.776
Lanura Saigon Boutique Hotel,"99/18 - 18A, 99/18 Nguyễn Th i B nh, Phường 4, T n B nh, Hồ Ch Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,6",335,9.1,9.2,9.1,Không có,9.2,0,0,0,0,0,0,1,1,0,Không có giá trước,Không có giá sau
Khách sạn và Căn hộ Cherry (Cherry Hotel and Apartment),"406/14 Cong Hoa Street, Ward 13, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,2",1705,8.2,8.5,8.5,8.2,8.4,1,1,0,0,0,1,1,1,1,854.107,396.040
Saigon Pink Hotel,"100 Ho Tung Mau, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,8",802,9.2,8.3,8.3,7.3,7.8,0,0,0,0,0,0,1,1,1,2.000.000,391.429
VND HOTEL,"66 Nguyễn Gia Trí, VND HOTEL, Bình Thạnh, Hồ Chí Minh, Việt Nam","7,9",360,6.4,6.8,5.5,5.2,5.1,1,0,0,0,0,0,1,1,1,Không có giá trước,317.778
Queen Hotel Saigon Airport,"93 Lam Son, Ward 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,3",1116,8.2,7.9,7.2,Không có,6.8,1,0,0,0,0,0,1,1,1,1.057.517,410.322
Ace Hotel Ben Thanh,"100 Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,5",3119,8.7,7.8,7.5,Không có,Không có,1,1,0,0,1,0,1,1,0,1.052.508,416.274
ACE Hotel,"139H, Nguyễn Trãi, Bến Thành Ward, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,2",1291,8.0,7.5,7.3,Không có,Không có,1,1,0,0,0,0,1,1,0,2.136.243,318.803
Seven Stars Hotel,"1490 Đường Trường Sa, Tân Bình, Hồ Chí Minh, Việt Nam","8,3",54,7.8,8.2,7.4,7.2,7.4,0,0,0,0,0,0,0,1,1,437.570,277.778
Central Palace Hotel,"39*39A Đường Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,4",6802,9.0,8.5,8.4,8.2,8.6,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Green Riverside Hotel & Apartment,"89/21A Phan Huy Ich, Phuong 15 , Tân Bình, Hồ Chí Minh, Việt Nam, 72100","8,7",125,8.8,9.4,9.0,8.8,8.7,0,0,0,0,0,0,1,1,1,1.366.033,349.925
Căn hộ sân bay Sabay - The Connect (Sabay Airport Apartment - The Connect),"09 Cuu Long,Ward 2, Tan Binh, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,3",1157,9.1,8.9,8.8,Không có,8.7,1,1,0,1,1,1,1,1,1,Không có giá trước,Không có giá sau
Oscar Saigon Hotel,"68A Đại lộ Nguyễn Huệ, , Quận 1, Hồ Chí Minh, Việt Nam, 71000","7,9",8569,9.1,7.8,7.8,7.2,7.7,1,1,0,0,1,1,1,1,0,3.500.000,1.025.132
Golden Star Hotel (Golden Star Hotel - 60 Le Thanh Ton),"60 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,2",1833,8.5,7.5,7.2,6.4,6.9,0,1,0,1,1,0,1,1,1,1.590.737,582.189
Khách Sạn Riverside Sài Gòn (Riverside Hotel Saigon),"18-19-20 Tôn Đức Thắng , Quận 1, Hồ Chí Minh, Việt Nam, 71006","7,8",5384,8.8,7.9,7.9,7.1,7.7,1,1,0,0,1,0,1,1,0,2.000.000,774.294
GRAND LEE HOTEL,"No. 8A, 137 Binh Quoi, Ward 27, Binh Thanh District, Ho Chi Minh City, Bình Thạnh, Hồ Chí Minh, Việt Nam, 72353","8,7",2281,8.7,9.1,9.0,8.9,9.1,1,0,0,0,0,0,1,1,1,953.526,346.817
Song Nhat Hotel,"20/19 Núi Thành, Phường 13, Quận Tân Bình, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","9,0",370,9.1,9.4,9.4,Không có,9.3,0,0,0,0,0,0,0,1,1,321.896,284.912
TalaSaiGon Hotel,"36 Yên Thế, Phường 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","9,0",154,9.6,9.6,9.6,9.5,9.7,0,0,0,0,1,0,1,1,1,Không có giá trước,310.000
The Lumiere,"9 Lê Văn Huân, phường 13, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,9",880,8.3,8.0,8.1,Không có,7.9,1,1,0,0,0,0,0,1,1,980.000,466.666
Nouveau Happy Inn,"39 Bùi Thị Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,0",2709,7.9,7.3,7.0,6.4,6.6,1,1,0,0,0,0,1,1,1,2.160.645,520.102
Sunrise Airport Hotel,"No. 33, Bach Dang Street, Ward 2, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,2",221,8.6,8.8,8.5,8.0,8.6,0,0,0,0,1,1,1,1,0,1.075.379,415.082
Lotus Hotel 18 Nguyen Phi Khanh,"No. 18, Nguyen Phi Khanh Street, Tan Dinh Ward, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,8",161,8.4,8.4,8.3,Không có,8.2,1,0,1,0,1,1,1,1,1,Không có giá trước,579.500
Tropical House,"413/37A Lê Văn Sỹ, Phường 12, Quận 3, TP. HCM, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,9",417,8.4,8.5,8.3,8.1,8.4,1,0,0,1,1,0,1,1,1,499.480,370.370
Lucasta SaiGon Hotel,"89 Đường Cao Thắng, Lucasta Saigon Hotel, Quận 3, Hồ Chí Minh, Việt Nam","8,5",589,9.2,9.0,8.7,8.3,8.6,1,0,0,0,0,0,1,1,1,Không có giá trước,546.296
BenHouse Homestay,"285/5 Võ Văn Tần, Quận 3, Hồ Chí Minh, Việt Nam","9,4",129,9.3,9.3,9.1,8.7,9.1,0,0,0,0,0,0,0,1,1,590.893,527.668
Khách sạn Roseland Centa (Roseland Centa Hotel & Spa),"15/1A+15A/57 Le Thanh Ton St, Ben Nghe Ward, Dist 01, Quận 1, Hồ Chí Minh, Việt Nam, 70 000","8,9",1963,9.4,9.3,8.9,8.7,9.0,0,1,0,0,1,0,1,1,0,Không có giá trước,Không có giá sau
Khách Sạn Bonita THT (Bonita THT Hotel),"185 Tô Hiến Thành, Phường 13, Quận 10, Quận 10, Hồ Chí Minh, Việt Nam","7,9",570,8.4,8.3,8.1,7.9,7.9,1,0,0,0,0,0,1,1,1,Không có giá trước,350.018
ACORN HOTEL,"40/23 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam","7,5",229,8.6,8.0,7.5,6.6,6.8,0,0,0,0,0,0,1,1,1,Không có giá trước,358.796
The Noble Swan Central Dong Du Hotel,"30A Đông Du, 8, Quận 1, Hồ Chí Minh, Việt Nam","7,2",606,8.2,7.0,6.7,5.9,6.0,1,0,1,0,1,0,1,1,1,1.999.995,506.689
Khách sạn Bonka Luxury (Bonka Hotel Luxury Quan 5 HCM),"884 Trần Hưng Đạo, phường 7, Quận 5 Khách sạn Bonka Quận 5 Thành phố Hồ Chí Minh, Quận 5, Hồ Chí Minh, Việt Nam","7,7",134,8.5,8.4,8.0,7.8,7.8,1,0,0,0,1,0,1,1,1,Không có giá trước,453.704
Lalala Inn Hotel,"No. 19, 115 Trần Quốc Thảo, Ward V, Thi Su, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,6",156,8.3,7.7,Không có,7.7,7.8,1,1,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Ohio Hotel & Apartment,"18A/46 Nguyen Thi Minh Khai Street, Da Kao, District 1, Ho Chi Minh City, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,5",930,8.0,7.5,7.2,6.9,7.1,1,0,0,0,0,0,1,1,1,765.748,319.688
Khách sạn Bông Sen Sài Gòn (Bong Sen Hotel Saigon),"117-119-121-123 Đồng Khởi, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam","7,8",4691,9.1,7.8,7.8,Không có,7.6,0,1,0,0,1,1,1,1,0,1.269.737,1.238.870
Khách sạn Mường Thanh khách sạn Sài Gòn sang trọng (Khach san Muong Thanh Luxury Saigon Hotel),"No. 261C, Nguyen Van Troi Street, Ward 10, Phu Nhuan District, Ho Chi Minh City, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700.000","8,6",5277,Không có,9.0,8.9,8.8,9.1,1,1,1,0,1,1,1,1,1,3.400.000,1.677.186
KHÁCH SẠN THANH LONG (THANH LONG HOTEL),"18 - 20 Đường Trà Khúc, Phường 02, Quận Tân Bình, Thành Phố Hồ Chí Minh, Việt Nam, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,6",3417,8.8,8.9,8.8,8.5,9.0,1,1,0,0,1,1,1,1,1,2.000.000,727.064
Grandma Lu's Saigon Signature,"No. 50, Nguyen Thai Binh Street, Nguyen Thai Binh Ward, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,3",871,9.3,8.3,8.7,7.8,8.4,0,0,0,0,1,0,1,1,0,Không có giá trước,Không có giá sau
LE SAIGON HOTEL,"17 Dong Da Street, Ward 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,2",3455,8.5,8.5,8.4,Không có,8.4,1,1,0,0,1,1,1,1,1,3.330.127,621.284
9 Hostel and Suites,"90 Lê Lai, Quận 1, Hồ Chí Minh, Việt Nam, 7000000","8,3",3536,9.4,8.8,8.7,Không có,8.2,0,1,0,0,1,0,1,1,0,960.055,402.187
Cozrum Homes Charming Corner,"453/16 Nguyen Dinh Chieu, Ward 5, District 3, Hcmc, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,4",593,8.1,7.9,7.7,7.6,7.7,1,0,0,0,0,0,0,1,0,897.669,245.381
Thanh Thu Hotel,"34 Nguyễn An Ninh, Quận 1 , Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,1",2579,9.3,8.1,8.4,7.5,7.9,0,0,0,0,0,0,1,1,0,1.500.000,371.298
Khách sạn Cochin Zen (Cochin Zen Hotel),"46-46 bis Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,5",5776,9.2,8.8,8.4,Không có,8.7,0,1,1,0,1,1,1,1,0,6.450.975,1.089.611
Townhouse District 10 Near Children Hospital 1 Formerly Cuong Thanh 3 Hotel,"252/43-45 Cao Thang, Phuong 12, Quan 10, Ho Chi Minhnullnull, Ho-Chi-Minh, Quận 10, Hồ Chí Minh, Việt Nam, 550000","7,7",72,7.9,8.3,Không có,8.1,7.8,1,0,0,0,0,0,1,1,1,1.439.000,472.649
Khách sạn C Central (C Central Hotel),"216 Đề Th m, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,4",4488,8.1,7.7,7.4,Không có,7.4,1,1,0,0,1,0,1,1,1,1.780.608,475.686
KHÁCH SẠN HÀ NỘI gần Sân bay Tân Sơn Nhất – Dịch vụ đón và trả khách tại sân bay MIỄN PHÍ 24h (HA NOI HOTEL near Tan Son Nhat Airport - FREE Airport Pick-Up and Drop-Off Available 24 Hours a Day),"19/1 Hoang Viet Street, Ward 4, Tan Binh District, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,3",942,8.4,8.9,8.5,Không có,8.3,1,1,0,0,1,0,1,1,1,1.061.217,638.889
Khách sạn Bonita Signature The View (Bonita Signature The View),"352 Trường Sa, Phú Nhuận, Hồ Chí Minh, Việt Nam","8,2",487,8.8,8.6,Không có,8.4,8.6,0,0,0,0,0,0,0,1,1,593.948,466.667
Aristo Saigon Hotel,"3A Vo Van Tan Street, CBD Area (Near by War Museum, Reunification Palace, Saigon Notre Dame Basilica, Ben Thanh Market), Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,2",3721,8.6,8.6,8.3,7.9,8.3,1,1,0,0,1,1,1,1,0,Không có giá trước,Không có giá sau
Siris Niko Residence,"No. 466, Pham Thai Buong, Tan Phong, Quận 7, Hồ Chí Minh, Việt Nam, 700000","8,2",374,8.8,8.4,8.6,Không có,8.5,0,0,0,0,0,0,0,1,1,856.897,348.094
YÊN LIVING BÌNH THẠNH,"30/57B Nguyễn Cửu Vân, Bình Thạnh, Hồ Chí Minh, Việt Nam, 750000","8,8",1759,Không có,9.3,9.3,9.0,9.0,1,0,1,0,0,0,1,1,1,581.261,571.978
Khách sạn Hạ Long (Ha Long Hotel),"76 L Văn Ch , Thủ Đức, Hồ Chí Minh, Việt Nam, 720300","8,5",255,8.6,8.9,8.8,Không có,8.7,1,1,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Yến Nam Nguyễn Trọng Tuyển (Yen Nam Hotel Nguyen Trong Tuyen),"219 Nguyển Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh, Việt Nam, 70000","7,8",994,Không có,7.9,8.2,7.8,8.1,0,0,0,0,0,0,1,1,1,552.624,379.449
Vuong Tron homestay,"191/34 Cống quỳnh Phường nguyễn cư trinh quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,0",347,7.7,7.5,7.2,Không có,7.2,1,0,0,0,0,0,1,1,1,358.959,259.259
Saigon Prince Hotel,"63 Đại lộ Nguyễn Huệ, Quận 1, TP Ho Chi MInh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,3",6923,9.2,8.4,8.1,Không có,8.4,1,1,0,0,1,1,1,1,1,7.324.972,1.682.539
Lanura Apartments and Hotel,"No. 35, Room 406, Cong Hoa Street, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,8",1345,Không có,9.2,9.2,9.0,9.3,0,1,0,1,0,1,0,1,1,3.212.120,613.174
Khách sạn Venus (Venus Hotel),"872 Quang Trung, Go Vap District, Gò Vấp, Hồ Chí Minh, Việt Nam","8,3",650,8.7,8.6,8.7,Không có,8.6,1,0,0,0,0,0,1,1,1,370.029,285.161
Stock Holm Apartment,"46 Co Giang, Ward 2, Phu Nhuan District, Ho Chi Minh city, Phú Nhuận, Hồ Chí Minh, Việt Nam, 70000","8,8",463,9.2,9.2,9.2,9.1,Không có,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Adenia Hotel,"Ailen Garden Hotel, 267 Pham Ngu Lao Street, Ailen Garden Hotel, Quận 1, Hồ Chí Minh, Việt Nam","7,5",1525,8.8,8.0,7.8,6.9,7.0,1,0,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Thượng Hải (Thuong Hai Hotel),"93 Ngô Quyền, phường 11, quận 5 , tp hồ chí minh, Quận 5, Hồ Chí Minh, Việt Nam","7,3",158,7.4,7.2,7.2,Không có,7.0,0,0,0,0,0,0,1,1,1,Không có giá trước,324.074
Azumaya Hotel Thai Van Lung 2,"29 Thái Văn Lung, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam","8,8",54,9.3,9.4,9.1,Không có,9.0,0,1,0,0,1,0,1,1,0,1.385.062,1.149.941
Khách sạn Hoàng Hà - Lê Hồng Phong (Hoang Ha Le Hong Phong Hotel),"793 Lê Hồng Phong, Phường 12, Quận 10, Quận 10, Hồ Chí Minh, Việt Nam","7,7",25,9.1,8.7,8.5,Không có,8.2,0,1,0,0,1,1,0,1,1,Không có giá trước,291.667
H79 Hotel,"7B cong hoa phuong 4 quan tan binh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","6,6",1242,7.4,6.9,6.7,Không có,6.2,1,0,0,0,1,0,1,1,1,349.645,236.105
First Hotel,"18 Hoàng Việt, Quận Tân Bình , Tân Bình, Hồ Chí Minh, Việt Nam,","7,9",3256,8.1,8.2,8.0,Không có,8.0,1,1,1,0,1,1,1,1,1,2.000.000,964.879
Khách sạn Lê Ngân Phùng (Le Ngan Phung Hotel),"Alley 79, Hoa Sữa, P.7, Q.Phu Nhuan, Ho-Chi-Minh, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000","6,6",240,7.2,7.0,6.9,Không có,6.5,1,0,0,0,0,0,1,1,1,Không có giá trước,266.000
Asian Ruby Center Point Hotel,"46-48 Mạc Thị Bưởi, Quận 1, Thành Phố Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,6",2611,8.8,7.8,7.7,Không có,7.4,1,1,0,0,1,0,1,1,1,4.324.363,451.346
Cali Homestay,"No. 4, 59, Dinh Bo Linh, Ward 26, Binh Thanh District, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000","8,1",519,7.9,8.3,7.8,Không có,7.8,0,0,0,0,0,0,0,1,1,1.000.000,398.570
Hoang Long Son 2 Hotel,"14,16,18 đường số 7, phường An Phú, quận 02, Tp Hồ Chí Minh, Quận 2, Hồ Chí Minh, Việt Nam, 70000","7,7",387,7.7,8.1,7.7,Không có,7.4,0,0,0,0,0,0,0,1,1,350.582,326.108
Khách sạn Palace Sài Gòn (Palace Hotel Saigon),"56-66 Nguyễn Huệ, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam","7,9",5976,9.1,7.8,7.7,Không có,7.8,0,1,1,0,1,1,1,1,0,4.093.430,1.466.942
M Village Living Hoàng Văn Thụ,"197/8 Đ. Ho ng Văn Thụ, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000","9,1",577,Không có,9.6,9.5,9.4,9.6,1,0,0,1,1,0,0,1,1,1.749.309,915.607
RUBY STAR HOTEL,"43 Trương Định, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,7",525,8.6,8.2,8.1,Không có,7.9,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Calista Sài Gòn (Calista Saigon Hotel),"247-249 Lý Tự Trọng,, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,3",6867,8.8,8.4,8.2,Không có,8.3,1,1,0,0,0,0,1,1,0,3.167.567,876.369
Khách sạn sân bay Gia Hòa (Gia Hoa Airport Hotel),"Số 4 Đường Hậu Giang, Phường 4, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,5",561,8.5,7.7,7.5,Không có,7.1,0,0,0,0,1,1,1,1,1,1.733.926,318.487
Khách sạn Nicecy Sài Gòn (Nicecy Saigon Hotel),"4B-4C Thi Sách, Phường Bến Nghé, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,3",1758,8.8,8.4,7.9,Không có,7.8,1,1,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Căn hộ dịch vụ CeLaVie - The Vinhomes and Landmark (CeLaVie Serviced Apartment - The Vinhomes and Landmark),"208 Nguyen Huu Canh Street, 22 Ward, Binh Thanh District , Ho Chi Minh, Vietnam, Bình Thạnh, Hồ Chí Minh, Việt Nam, 72324","7,9",646,8.6,7.9,8.0,8.1,8.2,1,0,0,0,1,1,0,1,1,4.792.035,1.114.807
"Căn hộ 87 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 1 (The Rixx Panorama Apartment @ D1/ spectacular view)","No. 45, Dang Thi Nhu Street, Room 7.1, 7.1, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,9",21,8.9,7.3,7.1,7.0,8.0,1,0,0,1,0,1,0,1,1,3.888.889,2.421.654
"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Quận 1 (The Rixx Premium Loft at D1 (gym/pool/security))","Quận 1, Hồ Chí Minh, Việt Nam","9,0",103,8.7,7.6,8.0,7.9,7.1,1,0,0,1,0,1,0,0,1,4.102.114,2.240.303
