name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Bazan Xanh,"02/5 Nguyễn Đình Chiểu, phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,0",380,8.6,7.8,8.2,7.9,8.0,1,1,0,0,1,0,1,1,1,335.589,324.074
TNN GARDEN,"Thôn 7, tnn garden, Hòa Thắng, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,1,0,0,0,1,1,1,1,Không có giá trước,1.047.794
Yangsinghotel,"13 Trần Nhật Duật nối dài P. Tân Lợi, Tp. Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,0",38,8.3,8.0,7.7,7.7,7.6,0,0,0,0,0,0,0,1,1,Không có giá trước,Không có giá sau
Lak Tented Camp,"Yangtao, Lien Son, Lak District, Daklak, Viet Nam., Huyện Lắk, Buôn Ma Thuột, Việt Nam","8,1",284,8.8,8.9,8.5,7.9,8.2,1,1,0,0,1,1,1,1,1,2.936.204,1.866.402
Khách sạn Kim Ngân (Kim Ngan hotel),"No. 198, Nguyen Van Cu, Tan Lap Ward, Buon Ma Thuot City, Vietnam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,9",67,7.4,7.2,8.0,7.2,8.0,1,0,0,0,0,0,1,1,1,1.411.778,359.865
Nhà Nghỉ Hoàng Trang (Nha Nghi Hoang Trang),"Hòa Thắng, Buôn Ma Thuột, Việt Nam","8,1",15,7.6,9.6,7.4,7.8,8.8,0,0,0,0,0,0,0,1,0,170.006,166.667
T Farmstay villa and resort at Buon Ma Thuot City,"hẻm 7 đường 10/3, T Farmstay, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","6,1",38,6.0,6.1,6.7,6.1,6.3,0,0,1,0,0,0,1,1,1,800.000,391.067
Bob Hotel,"42 Lê Đức Thọ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,2",165,8.0,7.7,7.0,6.6,6.8,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Ngọc Hồi 2,"Hẻm 51 Nguy&#234;̃n T&#226;́t Thành, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 02623","8,2",16,8.9,8.6,8.6,7.8,8.3,0,0,0,0,0,0,1,1,1,308.136,221.122
Khách sạn Happy Home Daklak,"186 Nguyen Tat Thanh, Ea Kar, Thị Trấn Ea Kar, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 630000","9,7",6,8.7,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,1,2.096.701,561.934
Metro Ban Mê Hotel,"136 L&#253; Ch&#237;nh Thắng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,0",23,10.0,10.0,10.0,8.0,10.0,1,0,0,0,1,0,1,1,1,Không có giá trước,462.963
Kakul A'House,"279 Nguyễn Hữu Thấu, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",3,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1,1,1,Không có giá trước,1.250.000
LAK VIEW,"71B Y JUT,LIEN SON,LAK,DAK LAK, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 02623","8,6",14,9.0,8.5,8.8,8.3,8.8,0,1,0,0,1,0,1,1,1,599.000,297.793
Lá Giang Garden BMT (La Giang Garden BMT),"10/36 Nguyễn Lâm, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,7",9,9.1,10.0,10.0,9.7,10.0,1,0,0,0,0,0,1,1,1,321.342,291.667
"Nhà mặt đất 100 m² 2 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Happy Homestay)","251 Nguyen Thi Dinh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","9,0",291,9.1,9.7,9.5,8.9,9.3,1,1,0,1,0,0,0,1,1,Không có giá trước,203.704
Đại Nam Villa - Biệt thự trung tâm thành phố Buôn Ma Thuột (Dai Nam Villa),"272 Le Thanh Tong, Tan Loi Ward, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,4",98,9.6,9.6,9.6,9.8,10.0,1,1,0,1,0,0,1,1,1,2.000.000,596.362
An Land Garden Homestay,"20b Y Wang, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","9,8",3,8.8,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1,1,1,Không có giá trước,740.741
Bob Hotel 2,"30 Hoàng Thế Thiện Bob Hotel 2, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 0262","7,5",95,7.6,8.4,7.9,7.0,8.2,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Khách Sạn Thiên Phong (Khach San Thien Phong),"211 Hà Huy Tập, Phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",44,7.4,7.4,7.7,7.3,7.7,0,0,0,0,1,0,1,1,1,Không có giá trước,277.778
Van Long Lakeside View Guesthouse,"71b Y Jut, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 630000","7,9",18,9.6,8.5,8.5,7.9,7.3,0,0,0,0,0,0,1,1,1,950.000,314.381
Nam Sơn Hotel Dak Lak,"10 Lê Văn Hưu, Ea Tam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","4,5",3,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1,1,1,551.247,139.947
Amazing House,"61 Mạc Đĩnh Chi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",127,9.1,9.9,9.5,9.1,9.5,1,1,0,0,1,0,1,1,1,Không có giá trước,601.852
"Căn hộ 16 m² 3 phòng ngủ, 3 phòng tắm riêng ở Thành phố Buôn Ma Thuột (Luxurious, Private. Peaceful, Convenient, Clean.)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","2,2",2,2.0,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,230.000,180.132
Hoang Loc Hotel,"07 - 09 Ybih Aleo, Thang Loi Ward, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,1",60,9.5,8.7,8.2,8.9,8.7,1,1,0,0,0,0,1,1,1,Không có giá trước,599.647
Khách sạn Biệt Điện (Biet Dien Hotel),"Số 01 Ngô Quyền, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,3",163,9.0,8.4,8.4,7.8,8.2,1,1,0,0,1,0,0,1,1,Không có giá trước,650.608
Nhà nghỉ Sim BMT (Nha nghi Sim BMT),"40 Ngô Gia Tự, phường Tân An, thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 02623",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,1,1,Không có giá trước,270.455
HARMONY Botanic,"66/6 Nguyễn Công Trứ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,8",3,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,1,Không có giá trước,2.444.444
Khang Hy Hotel,"162 Lý Chính Thắng, Khang Hy Hotel, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","7,5",92,7.9,8.3,7.6,7.6,7.7,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Dam San Hotel,"212 Nguyen Cong Tru, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",141,8.7,9.0,8.7,8.4,8.7,0,0,0,0,1,0,1,1,1,Không có giá trước,645.503
THE MYST No47 HOUSE BUON MA THUOT,"38 Lê Anh Xuân Lô 38 Lê Anh Xuân, phường Thắng Lợi, Thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",71,8.8,9.2,9.1,9.4,9.2,1,0,0,1,0,0,0,1,1,923.584,708.333
Khách sạn Lys (Lys Hotel),"Nguyễn Thượng Hiền, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",176,8.1,8.5,8.5,7.8,8.4,0,1,0,1,0,0,0,1,1,377.093,308.642
"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Room 04 - Cu M'gar (HomeStay Garden France II))","135 Nguyen Tri Phuong, Thành Công, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,6",83,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,1,0,1,1,660.725,514.806
Homestay Lưng Đồi (Homestay Lung Đoi),"Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,0,0,556.857,551.471
Nhà nghỉ Đô Thành (Nha nghi Đo Thanh),"54 Ama Jhao, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 680000",10,1,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,0,Không có giá trước,231.481
Vườn Pháp 3 Homestay (Vuon Phap 3 Homestay),"185/20/23 Đinh Tiên Hoàng, phường Tự An, Buon Me Thuot, Vietnam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,1",56,7.6,8.2,7.4,7.4,7.3,0,0,0,0,1,0,1,1,1,635.354,509.259
Nhà và cà phê HP (HP home & coffee),"23/1 Ho Tung Mau, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63100","7,8",69,7.6,8.1,7.2,7.3,8.2,1,0,0,1,0,0,0,1,1,512.946,297.917
Nhà Của Mom (Nha Cua Mom),"487/18 Nguyễn Văn Cừ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",4,5.8,7.5,5.8,6.7,6.7,1,1,1,0,1,1,1,1,1,Không có giá trước,1.111.111
Khách sạn Ban Mê Central (Hotel Ban Me Central),"63-65-67 Ngô Quyền,,Phường Tân Lợi,Thành phố Buôn Ma Thuột,Tỉnh Đăk Lăk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,1",85,8.9,8.7,8.3,8.1,8.3,0,1,0,0,0,1,1,1,1,Không có giá trước,Không có giá sau
KHÁCH SẠN HỒNG KÔNG (KHACH SAN HONG KONG),"05 Lý Tự Trọng, P.Tân An, TP.Buôn Ma Thuột, Đắk Lắk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","7,4",24,8.8,8.3,8.5,6.5,6.5,1,0,0,0,1,0,1,1,1,Không có giá trước,370.370
Nhà Khách T284 (Nha Khach T284),"21b Mai Hắc Đế, phường Tân Thành, thành Phố Buôn Ma Thuột, tỉnh dăklak số 21b mai hắc đế, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,5",80,8.7,8.2,7.8,6.4,7.9,0,1,0,0,1,0,1,1,1,Không có giá trước,425.926
Khách Sạn Trung Anh 78 HAI BÀ TRƯNG BMT (Khach San Trung Anh 78 HAI BA TRUNG BMT),"78 HAI BÀ TRƯNG PHƯỜNG THẮNG LỢI, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",8,9.1,8.8,8.5,8.5,8.9,0,0,0,0,0,0,0,1,1,Không có giá trước,740.741
Khôi Đại Hotel (Khoi Đai Hotel),"47 Nguyễn Lương Bằng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,5",16,6.0,6.8,6.0,6.0,6.2,0,0,0,0,1,0,1,1,1,602.502,463.426
"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Home Cine - Homestay Cinema)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,0",1,8.0,8.0,8.0,8.0,8.0,1,0,0,0,0,0,0,0,0,580.559,331.651
"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Motel 253)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,0,0,340.000,178.409
Homestay Lưng Đồi (Homestay Lung Đoi),"Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,1,0,0,0,0,0,2.124.209,1.608.456
The Highland House,"79 Van Tien Dung, Ward Tan An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,6",1,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,0,0,1,1,Không có giá trước,6.172.840
Khách sạn Lộc Sơn (Loc Son Hotel),"10 Phan Đăng Lưu, Tân An, Lộc Sơn, 7 tầng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63109","8,8",34,8.9,8.6,8.0,8.9,9.4,1,0,0,0,1,0,1,1,1,Không có giá trước,462.963
"Căn hộ 650 m² 11 phòng ngủ, 11 phòng tắm riêng ở Hòa Thắng (Nhà nghỉ Hoàng Gia )","Hòa Thắng, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,0,0,0,0,0,0,818.588,293.909
Phuong Dung Hotel,"423 Lê Duẩn, P. Ea Tam, TP. Buôn Ma Thuột, ĐắkLắk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",42,9.0,8.8,8.9,8.2,9.0,0,0,0,0,1,0,1,1,1,Không có giá trước,462.963
