name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Nhà Nghỉ Hoàng Hoa (Nha Nghi Hoang Hoa),"01 Phù Đổng, Thành Phố Buôn Mê Thuột 01 Phù Đổng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",18,7.8,7.8,7.4,6.6,6.5,0,0,0,0,1,0,0,1,1,256.093,231.481
Hami Garden - Authentic & Natural Resort,"No. 200, Da Tuong Street, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","8,8",603,8.5,9.1,8.8,8.9,9.0,1,1,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Hung Vuong Hotel,"44-48/2 Hung Vuong Street, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,6",206,8.3,8.4,7.5,7.5,7.6,0,0,0,0,0,1,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Biệt Điện (Biet Dien Hotel),"Số 01 Ngô Quyền, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,3",163,9.0,8.4,8.4,7.8,8.2,1,1,0,0,1,0,0,1,1,1.373.944,1.075.048
Dakruco Hotel,"30 Nguyễn Chí Thanh, Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,6",833,7.9,7.9,7.6,7.4,7.7,0,1,0,0,1,1,1,1,1,3.230.000,1.887.361
Khách sạn Happy Home Daklak,"186 Nguyen Tat Thanh, Ea Kar, Thị Trấn Ea Kar, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 630000","9,7",6,8.7,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,1,2.098.626,547.568
Nhà Nghỉ Thảo Nguyên Xanh (Nha Nghi THAO NGUYEN XANH),"383/2 Trần Phú, Phường Thành Nhất, Thành Phố Buôn Ma Thuột, Tỉnh Đăk Lăk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,7",98,7.2,7.2,7.4,6.7,6.9,0,0,0,0,1,0,1,1,1,Không có giá trước,370.370
Amacon Hotel & Coffee,"101 Đường Lý Thái Tổ 101, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,7",143,9.1,9.4,8.2,8.2,8.5,1,0,0,0,0,0,1,1,1,432.388,370.370
Nam Sơn Hotel Dak Lak,"10 Lê Văn Hưu, Ea Tam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","4,5",3,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1,1,1,1.264.056,305.553
HOMESTAY AKO EA,"Buon Ako Dhong, Tan Loi Ward, Buon Ma Thuot City, Dak Lak Province, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","7,9",9,7.7,7.7,7.7,7.7,7.7,1,0,0,0,1,0,1,1,1,968.211,824.674
Lá Giang Garden BMT (La Giang Garden BMT),"10/36 Nguyễn Lâm, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,6",11,9.0,10.0,10.0,9.5,9.5,1,0,0,0,0,0,1,1,1,296.752,291.667
Thành Thuý Hotel (Thanh Thuy Hotel),"66 - 68 Điện Biên Phủ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,1",168,9.2,9.1,9.0,9.0,9.1,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Room 04 - Cu M'gar (HomeStay Garden France II))","135 Nguyen Tri Phuong, Thành Công, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",79,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,1,0,1,1,Không có giá trước,1.208.333
The Healing Luxury Hotel,"Testla 07-12, Khu Arabica 1, Thành phố Cà phê, Đường Nguyễn Đình Chiểu, Phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63100","9,2",38,9.3,9.4,9.5,9.1,9.5,1,0,0,0,1,1,1,1,1,1.697.459,1.388.889
Mạnh Hùng Guest House,"48 Trần Huy Liệu street, Tân Thành ward, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63117","7,8",34,4.0,2.0,6.0,4.0,6.0,0,1,0,1,1,0,1,1,1,Không có giá trước,348.333
The 47 House Homestay BMT,"No. 55, Trinh Cong Son, Tan Loi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,6",67,9.8,10.0,9.8,9.8,9.3,1,0,0,1,1,0,0,1,1,1.067.200,1.062.500
Bazan Xanh,"02/5 Nguyễn Đình Chiểu, phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,0",377,8.6,7.8,8.2,7.9,8.0,1,1,0,0,1,0,1,1,1,Không có giá trước,509.259
Dam San Hotel,"212 Nguyen Cong Tru, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",141,8.7,9.0,8.7,8.4,8.8,0,0,0,0,1,0,1,1,1,Không có giá trước,645.503
Lak village,"70 Y Jut, Huyện Lắk, Buôn Ma Thuột, Việt Nam","9,4",12,9.6,9.4,9.5,8.8,9.6,0,0,0,0,1,0,0,1,1,Không có giá trước,387.037
Nhà Khách T284 (Nha Khach T284),"21b Mai Hắc Đế, phường Tân Thành, thành Phố Buôn Ma Thuột, tỉnh dăklak số 21b mai hắc đế, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,5",80,8.7,8.2,7.9,6.4,7.9,0,1,0,0,1,0,1,1,1,Không có giá trước,425.926
T Farmstay villa and resort at Buon Ma Thuot City,"hẻm 7 đường 10/3, T Farmstay, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","6,1",38,6.0,6.1,6.7,6.1,6.3,0,0,1,0,0,0,1,1,1,2.499.349,2.446.111
THE MYST No47 HOUSE BUON MA THUOT,"38 Lê Anh Xuân Lô 38 Lê Anh Xuân, phường Thắng Lợi, Thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",71,8.8,9.2,9.1,9.4,9.3,1,0,0,1,0,0,0,1,1,923.584,865.741
LAK VIEW,"71B Y JUT,LIEN SON,LAK,DAK LAK, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 02623","8,6",14,9.0,8.5,8.8,8.3,8.8,0,1,0,0,1,0,1,1,1,599.000,284.275
Khách sạn Lys (Lys Hotel),"Nguyễn Thượng Hiền, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",176,8.1,8.5,8.5,7.8,8.4,0,1,0,1,0,0,0,1,1,377.093,339.506
Thanh Binh Hotel,"24 Lý Thường Kiệt, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,6",13,8.1,7.8,7.1,6.8,7.0,0,0,0,0,0,0,0,1,1,Không có giá trước,Không có giá sau
Khách Sạn Trung Anh 78 HAI BÀ TRƯNG BMT (Khach San Trung Anh 78 HAI BA TRUNG BMT),"78 HAI BÀ TRƯNG PHƯỜNG THẮNG LỢI, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",8,9.2,8.9,8.7,8.6,9.0,0,0,0,0,0,0,0,1,1,Không có giá trước,740.741
Khách Sạn Thiên Phong (Khach San Thien Phong),"211 Hà Huy Tập, Phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",42,7.4,7.4,7.7,7.3,7.7,0,0,0,0,1,0,1,1,1,Không có giá trước,277.778
Lak Tented Camp,"Yangtao, Lien Son, Lak District, Daklak, Viet Nam., Huyện Lắk, Buôn Ma Thuột, Việt Nam","8,0",284,8.8,8.9,8.5,7.9,8.2,1,1,0,0,1,1,1,1,1,2.934.665,2.378.748
"Căn hộ 16 m² 3 phòng ngủ, 3 phòng tắm riêng ở Thành phố Buôn Ma Thuột (Luxurious, Private. Peaceful, Convenient, Clean.)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","2,2",2,2.0,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,230.000,171.003
Nhà Của Mom (Nha Cua Mom),"487/18 Nguyễn Văn Cừ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",4,5.8,7.5,5.8,6.7,6.7,1,1,1,0,1,1,1,1,1,Không có giá trước,1.111.111
Nice Hotel Buôn Ma Thuột,"226 Nguyễn Công Trứ, Tự An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","8,1",263,8.8,8.9,8.6,8.4,8.6,1,0,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Vườn Pháp 3 Homestay (Vuon Phap 3 Homestay),"185/20/23 Đinh Tiên Hoàng, phường Tự An, Buon Me Thuot, Vietnam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,1",56,7.6,8.2,7.4,7.4,7.3,0,0,0,0,1,0,1,1,1,1.875.488,1.866.667
Kakul A'House,"279 Nguyễn Hữu Thấu, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",3,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1,1,1,Không có giá trước,1.250.000
Van Long Lakeside View Guesthouse,"71b Y Jut, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 630000","7,9",18,9.6,8.5,8.5,7.9,7.3,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Thanh Ngoc Motel,"118 Đinh Tiên Hoàng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,8",235,8.3,8.9,8.4,8.3,8.3,0,0,0,0,1,0,1,1,1,339.318,324.074
Gạo House (Gao House),"184/57 54A Đồng Khởi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000",10,1,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,0,1,1,1,703.227,696.599
Khôi Đại Hotel (Khoi Đai Hotel),"47 Nguyễn Lương Bằng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,5",16,6.0,6.8,5.9,5.9,6.2,0,0,0,0,1,0,1,1,1,545.364,463.426
EaPuk Motel,"199 Y Wang, Ea Tam, EaPuk Motel, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,9",6,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0,0,0,1,1,Không có giá trước,375.000
KHÁCH SẠN HỒNG KÔNG (KHACH SAN HONG KONG),"05 Lý Tự Trọng, P.Tân An, TP.Buôn Ma Thuột, Đắk Lắk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","7,4",24,8.8,8.3,8.5,6.5,6.5,1,0,0,0,1,0,1,1,1,Không có giá trước,370.370
"Nhà trệt m² 1 phòng ngủ, 1 phòng tắm riêng ở Hòa Thắng (Wood Bulgalow with paddy field view)","Hòa Thắng, Buôn Ma Thuột, Việt Nam",10,1,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,0,850.000,603.216
Bob Hotel 3,"323 L Thường Kiệt, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,4",23,8.9,8.9,9.3,8.1,8.9,0,0,0,0,0,0,1,1,0,Không có giá trước,Không có giá sau
Nhà nghỉ Đô Thành (Nha nghi Đo Thanh),"54 Ama Jhao, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 680000",10,1,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,0,Không có giá trước,231.481
The Highland House,"79 Van Tien Dung, Ward Tan An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,6",1,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,0,0,1,1,Không có giá trước,6.172.840
Thao Nguyen Xanh,"383 Trần Phú, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,1",25,8.3,8.2,8.5,7.4,7.9,1,0,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Cát Phú (Cat Phu Hotel),"113 Hai Ba Trung, Thang Loi Ward, Buon Ma Thuot City, Dak Lak, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","7,5",6,9.5,9.0,8.5,8.0,8.5,1,0,0,0,0,0,1,1,1,4.244.805,1.006.566
"Nhà riêng 550 m² 15 phòng ngủ, 15 phòng tắm riêng ở Huyện Lắk (Lak View Hotel)","71b Y Jut,Lien Son,, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 63000","9,0",81,9.9,9.7,9.6,8.9,9.4,0,1,0,0,1,0,1,1,1,Không có giá trước,407.407
Phuong Dung Hotel,"423 Lê Duẩn, P. Ea Tam, TP. Buôn Ma Thuột, ĐắkLắk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",42,9.0,8.8,8.9,8.2,9.0,0,0,0,0,1,0,1,1,1,Không có giá trước,462.963
homestay nhà sàn,"Y Wang, H'Đơk, Ea Kao, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",10,3,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1,1,1,Không có giá trước,324.074
"Nhà riêng 45 m² 2 phòng ngủ, 2 phòng tắm riêng ở Hòa Thắng (Xom Sinh Homestay & Farmstay Buon Ma Thuot Dak Lak)",", Buon Ma Thuot, Hòa Thắng, Buôn Ma Thuột, Việt Nam, 630000","9,6",13,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0,0,1,1,1,1.053.235,1.047.794
Hiệp Phát (Hiep Phat),"23 KoTam, Ea Tu, Hòa Thắng, Buôn Ma Thuột, Việt Nam, 63000",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,0,0,0,1,1,1,276.043,275.735
Bob Hotel,"42 Lê Đức Thọ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,2",165,8.0,7.7,7.0,6.6,6.8,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Motel 253)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,0,0,340.000,169.367
"Căn hộ 650 m² 11 phòng ngủ, 11 phòng tắm riêng ở Hòa Thắng (Nhà nghỉ Hoàng Gia )","Hòa Thắng, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,0,0,0,0,0,0,818.588,279.931
"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Chà Là Retreat)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,0,0,0,0,1,0,436.237,326.587
Homestay Lưng Đồi (Homestay Lung Đoi),"Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,1,0,0,0,0,0,2.124.209,1.608.456
"Nhà trệt 20 m² 8 phòng ngủ, 1 phòng tắm riêng ở Huyện Lắk (Van Long Lak Lake Apartment)","Huyện Lắk, Buôn Ma Thuột, Việt Nam","7,9",7,8.0,8.8,8.4,7.2,7.2,1,0,0,0,0,0,0,0,0,990.546,593.309
Khách sạn Lộc Sơn (Loc Son Hotel),"10 Phan Đăng Lưu, Tân An, Lộc Sơn, 7 tầng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63109","8,8",35,8.9,8.6,8.0,8.9,9.4,1,0,0,0,1,0,1,1,1,Không có giá trước,509.259
"Nhà riêng 130 m² 3 phòng ngủ, 3 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (3L Home)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,0,0,0,0,0,1,2.516.413,2.216.736
Nhà Trong Phố - The Chilling House (Nha Trong Pho - The Chilling House),"28/9 Nguyễn Tuân, P. Tân Thành, TP.Buôn Ma Thuột, Đăk Lăk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",10,2,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1,1,1,Không có giá trước,2.210.221
Nhà vườn Ban Mê (Nha vuon Ban Me),"Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,1,0,0,0,0,0,Không có giá trước,425.000
Bob Hotel 2,"30 Hoàng Thế Thiện Bob Hotel 2, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 0262","7,5",96,7.5,8.4,7.8,7.0,8.1,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
"Nhà riêng 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Phòng 06- Dorm Ea Kar(homestayII))","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",10,2,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,1,0,Không có giá trước,1.103.548
Boss cà phê & Homestay (Boss ca phe & Homestay),"220 Trần Nhân Tông, Buôn Buôr, Buôn Buôr, Việt Nam","8,5",26,8.5,9.1,8.9,9.1,8.4,0,0,0,0,0,0,0,1,1,330.406,289.522
Khu du lịch Suối Ong (Khu du lich Suoi Ong),"Khu Du Lịch Suối Ong 568 Võ Văn Kiệt P. Khánh XuânTP. Buôn Ma Thuột T Đắk Lắk, Buôn Buôr, Buôn Buôr, Việt Nam","9,2",2,9.0,10.0,9.0,8.0,10.0,0,0,0,0,0,0,1,1,1,Không có giá trước,367.647
Khách Sạn Nam Nguyên (Khach San Nam Nguyen),"30 Trần Quang Khải, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,1,1,Không có giá trước,277.778
"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Khách sạn Đối Ngoại Biên Phòng )","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,0,0,559.818,299.866
"Nhà mặt đất 136 m² 2 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (An Homestay)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",2,9.0,9.0,9.0,8.0,9.0,1,0,0,1,0,0,0,1,0,44.948.732,37.696.032
"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Khách sạn đối ngoại biên phòng)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,0,0,801.794,434.370
Homestay Nhà Sàn Bên Suối (Homestay Nha San Ben Suoi),"274/18 Xô Viết Nghệ Tĩnh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,1,1,Không có giá trước,1.111.111
"Căn hộ 150 m² 2 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (MITY HOUSE)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,1,0,0,1,0,0,0,1,0,1.600.000,799.480
