name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Trung Nguyên Coffee Resort,"149 - 153, Đường Lý Thái Tổ, Phường Tân Lợi, Thành phố Buôn Mê Thuột, Dak Lak, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 0084","7,8",679,8.2,8.1,8.0,7.3,7.9,0,1,0,0,1,0,1,1,1,888.629,619.048
Khách sạn An Nhiên (An Nhien Hotel.),"57/6 Nguyễn Tất Thành, Phường Tân An, Thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,0",201,8.5,8.5,8.1,7.6,7.8,1,0,0,0,1,0,1,1,1,274.937,238.095
Ngoc Mai Guesthouse,"09 Nguyen Binh , Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,1",273,8.9,8.7,8.4,7.6,7.9,1,0,0,0,0,0,0,1,1,167.621,167.549
Đồi Sao Homestay (Doi Sao Homestay),"10/4A Nguyen Lam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",269,9.2,9.0,9.8,8.8,9.0,1,0,0,0,0,0,1,1,1,Không có giá trước,351.852
AEC Hotel Ban Me (Aec Hotel Banme),"162 Nguyễn Văn Cừ, Phường Tân Lập, TP Buôn Ma Thuột, Tỉnh Đắk Lắk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 84 262","7,4",332,7.6,7.9,7.5,6.8,7.3,1,1,0,0,1,0,1,1,1,451.472,366.183
Nhà Nghỉ Hoa Mai,"11 Bế Văn Đan, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,8",24,9.2,9.6,9.2,Không có,9.0,0,0,0,0,0,0,1,1,0,499.000,199.492
Khách sạn Lucky Star (LUCKY STAR HOTEL),"2/9 NGUYEN DINH CHIEU, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 55000","8,0",614,8.6,8.3,8.1,7.5,7.8,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
HOMESTAY AKO EA,"Buon Ako Dhong, Tan Loi Ward, Buon Ma Thuot City, Dak Lak Province, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","7,9",9,7.7,7.7,7.7,7.7,7.7,1,0,0,0,1,0,1,1,1,1.193.078,817.769
KHÁCH SẠN MỸ NGỌC (KHACH SAN MY NGOC),"20 Ngô Gia Tự, Phường Tự An, Thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,6",128,8.6,8.7,8.4,8.0,8.5,1,0,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Hương Mê (Khach san Huong Me),"Đường Tuệ Tĩnh, p. EaTam, 6/8, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",45,7.8,7.8,7.8,7.7,7.8,0,0,0,0,0,0,1,1,1,Không có giá trước,324.074
Zan HomeStay,"37 Hồ Giáo, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,4",217,8.2,9.0,8.5,8.2,8.3,1,0,0,0,1,0,0,1,1,392.272,350.926
Metro Ban Mê Hotel,"136 L&#253; Ch&#237;nh Thắng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","7,9",24,10.0,10.0,10.0,8.0,10.0,1,0,0,0,1,0,1,1,1,Không có giá trước,462.963
Khach san Hoang Điep 3,"Nguyễn An Ninh 09, 50 phòng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,7",52,8.3,9.0,8.5,8.7,8.7,0,0,0,0,0,0,1,1,1,294.735,264.706
Khách Sạn Hạo Nhiên,"168 Hùng Vương, Tự An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","9,3",17,9.2,9.4,9.5,9.2,9.5,0,0,0,0,0,0,0,1,1,Không có giá trước,467.593
Amacon Hotel & Coffee,"101 Đường Lý Thái Tổ 101, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,7",143,9.1,9.4,8.2,8.2,8.5,1,0,0,0,0,0,1,1,1,432.388,370.370
Dakruco Hotel,"30 Nguyễn Chí Thanh, Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,6",833,7.9,7.9,7.6,7.4,7.7,0,1,0,0,1,1,1,1,1,860.656,793.651
Bob Hotel,"42 Lê Đức Thọ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,2",165,8.0,7.7,7.0,6.6,6.8,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Yangsinghotel,"13 Trần Nhật Duật nối dài P. Tân Lợi, Tp. Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,0",38,8.3,8.0,7.7,7.7,7.6,0,0,0,0,0,0,0,1,1,Không có giá trước,555.556
Lak Tented Camp,"Yangtao, Lien Son, Lak District, Daklak, Viet Nam., Huyện Lắk, Buôn Ma Thuột, Việt Nam","8,0",284,8.8,8.9,8.5,7.9,8.2,1,1,0,0,1,1,1,1,1,2.920.982,1.710.341
Hung Vuong Hotel,"44-48/2 Hung Vuong Street, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,6",206,8.3,8.4,7.5,7.5,7.6,0,0,0,0,0,1,1,1,1,Không có giá trước,308.642
The 47 House Homestay BMT,"No. 55, Trinh Cong Son, Tan Loi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,6",67,9.8,10.0,9.8,9.8,9.3,1,0,0,1,1,0,0,1,1,356.384,354.167
Mạnh Hùng Guest House,"48 Trần Huy Liệu street, Tân Thành ward, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63117","7,8",34,4.0,2.0,6.0,4.0,6.0,0,1,0,1,1,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Biệt Điện (Biet Dien Hotel),"Số 01 Ngô Quyền, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,3",163,9.0,8.4,8.4,7.8,8.2,1,1,0,0,1,0,0,1,1,1.374.931,1.067.677
Amazing House,"61 Mạc Đĩnh Chi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",129,9.3,9.9,9.6,9.3,9.6,1,1,0,0,1,0,1,1,1,Không có giá trước,421.296
The Healing Luxury Hotel,"Testla 07-12, Khu Arabica 1, Thành phố Cà phê, Đường Nguyễn Đình Chiểu, Phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63100","9,2",38,9.3,9.4,9.5,9.1,9.5,1,0,0,0,1,1,1,1,1,891.014,680.556
Khách sạn Ban Mê Xanh (Ban Me Xanh Hotel),"86 Nguyễn Chí Thanh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63109","6,6",67,7.1,7.5,6.8,6.4,6.7,0,0,0,0,0,0,1,1,1,600.000,333.949
Nhà Nghỉ Hoàng Hoa (Nha Nghi Hoang Hoa),"01 Phù Đổng, Thành Phố Buôn Mê Thuột 01 Phù Đổng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",18,7.8,7.8,7.4,6.6,6.5,0,0,0,0,1,0,0,1,1,256.093,231.481
Nhà Nghỉ Thảo Nguyên Xanh (Nha Nghi THAO NGUYEN XANH),"383/2 Trần Phú, Phường Thành Nhất, Thành Phố Buôn Ma Thuột, Tỉnh Đăk Lăk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,7",98,7.2,7.2,7.4,6.7,6.9,0,0,0,0,1,0,1,1,1,Không có giá trước,370.370
Khách sạn Happy Home Daklak,"186 Nguyen Tat Thanh, Ea Kar, Thị Trấn Ea Kar, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 630000","9,7",6,8.7,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,1,1.614.327,415.470
"Nhà riêng 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hòa Thắng (Dancasa Horsefarm’s Bungalow)",", Ea tur, Dancasa Horse Farm & Coffee, Hòa Thắng, Buôn Ma Thuột, Việt Nam","9,7",17,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,0,1,1,1,Không có giá trước,965.074
"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Room 04 - Cu M'gar (HomeStay Garden France II))","135 Nguyen Tri Phuong, Thành Công, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",79,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,1,0,1,1,Không có giá trước,541.667
Bob Hotel 3,"323 L Thường Kiệt, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,4",23,8.9,8.9,9.3,8.1,8.9,0,0,0,0,0,0,1,1,0,927.769,352.470
TNN GARDEN,"Thôn 7, tnn garden, Hòa Thắng, Buôn Ma Thuột, Việt Nam","8,1",1,5.0,10.0,10.0,7.5,7.5,1,1,0,0,0,1,1,1,1,1.052.693,1.047.794
Motel 253 Ha Huy Tap,"253 Hà Huy Tập, Nhà Nghỉ 253 Hà Huy Tập, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","8,8",2,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,0,1,1,1,Không có giá trước,183.824
Dam San Hotel,"212 Nguyen Cong Tru, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",141,8.7,9.0,8.7,8.4,8.8,0,0,0,0,1,0,1,1,1,Không có giá trước,645.503
Bazan Xanh,"02/5 Nguyễn Đình Chiểu, phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,0",377,8.6,7.8,8.2,7.9,8.0,1,1,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Khang Hy Hotel,"162 Lý Chính Thắng, Khang Hy Hotel, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","7,5",92,7.9,8.3,7.6,7.6,7.7,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Lak village,"70 Y Jut, Huyện Lắk, Buôn Ma Thuột, Việt Nam","9,4",12,9.6,9.4,9.5,8.8,9.6,0,0,0,0,1,0,0,1,1,Không có giá trước,387.037
Sala coffee & homestay,"18 Nguyễn Đình Chiểu, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,1",31,9.5,9.2,9.2,8.9,8.8,0,0,0,0,0,0,0,1,1,Không có giá trước,444.444
Nhà và cà phê HP (HP home & coffee),"23/1 Ho Tung Mau, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63100","7,8",69,7.6,8.1,7.2,7.3,8.2,1,0,0,1,0,0,0,1,1,507.047,297.917
DANCASA FARMSTAY,", Ea tur, Dancasa Horse Farm & Homestay, Hòa Thắng, Buôn Ma Thuột, Việt Nam","9,8",9,10.0,10.0,10.0,9.8,10.0,1,0,0,0,0,0,0,1,1,1.000.000,748.568
Đại Nam Villa - Biệt thự trung tâm thành phố Buôn Ma Thuột (Dai Nam Villa),"272 Le Thanh Tong, Tan Loi Ward, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,3",101,9.0,9.2,9.2,9.2,9.8,1,1,0,1,0,0,1,1,1,2.000.000,632.996
Lá Giang Garden BMT (La Giang Garden BMT),"10/36 Nguyễn Lâm, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,6",11,9.0,10.0,10.0,9.5,9.5,1,0,0,0,0,0,1,1,1,320.756,291.667
ECO BMT LUXURY HOTEL,"Tân An, Khách sạn Eco BMT LUXURY HOTEL, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","3,9",1,2.5,5.0,5.0,5.0,2.5,0,0,0,0,0,0,1,1,1,Không có giá trước,648.148
Khách sạn Kim Ngân (Kim Ngan hotel),"No. 198, Nguyen Van Cu, Tan Lap Ward, Buon Ma Thuot City, Vietnam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,9",67,7.4,7.2,8.0,7.2,8.0,1,0,0,0,0,0,1,1,1,1.413.094,350.043
Bob Hotel 2,"30 Hoàng Thế Thiện Bob Hotel 2, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 0262","7,5",95,7.6,8.4,7.9,7.0,8.2,1,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Thanh Ngoc Motel,"118 Đinh Tiên Hoàng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","8,8",235,8.3,8.9,8.4,8.3,8.3,0,0,0,0,1,0,1,1,1,Không có giá trước,342.593
Gạo House (Gao House),"184/57 54A Đồng Khởi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000",10,1,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,0,1,1,1,703.227,696.599
Nhà gỗ Queeny’s Farmstay (Queeny’s Farmstay Wooden House),"442/139 Y Moan &#202;nu&#244;l, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","9,3",46,9.2,9.7,9.6,9.0,9.2,1,1,0,1,0,0,1,1,1,1.006.158,730.112
Vườn Pháp 3 Homestay (Vuon Phap 3 Homestay),"185/20/23 Đinh Tiên Hoàng, phường Tự An, Buon Me Thuot, Vietnam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,1",56,7.6,8.2,7.4,7.4,7.3,0,0,0,0,1,0,1,1,1,697.155,509.259
"Nhà riêng 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Room 03, Cu Kuin (HomeStay Garden Phap II))","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,7",26,8.3,8.3,7.2,7.4,8.0,0,0,0,0,0,0,0,1,0,483.780,447.035
T Farmstay villa and resort at Buon Ma Thuot City,"hẻm 7 đường 10/3, T Farmstay, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","6,1",38,6.0,6.1,6.7,6.1,6.3,0,0,1,0,0,0,1,1,1,800.000,379.131
The Highland House,"79 Van Tien Dung, Ward Tan An, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","9,6",1,10.0,10.0,10.0,10.0,10.0,1,0,0,0,1,0,0,1,1,Không có giá trước,6.172.840
LAK VIEW,"71B Y JUT,LIEN SON,LAK,DAK LAK, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 02623","8,6",14,9.0,8.5,8.8,8.3,8.8,0,1,0,0,1,0,1,1,1,599.000,289.633
Nhà Khách T284 (Nha Khach T284),"21b Mai Hắc Đế, phường Tân Thành, thành Phố Buôn Ma Thuột, tỉnh dăklak số 21b mai hắc đế, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,5",80,8.7,8.2,7.9,6.4,7.9,0,1,0,0,1,0,1,1,1,Không có giá trước,425.926
Khách sạn Ngọc Hồi 2,"Hẻm 51 Nguy&#234;̃n T&#226;́t Thành, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 02623","8,2",16,8.9,8.6,8.6,7.8,8.3,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Thanh Ngoc Motel 2,"57 Lê Duẩn, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",66,8.7,9.2,9.0,8.8,8.9,0,0,0,0,1,0,1,1,1,298.161,277.778
Nam Sơn Hotel Dak Lak,"10 Lê Văn Hưu, Ea Tam, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","4,5",3,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1,1,1,1.263.242,311.625
Khách Sạn Thiên Phong (Khach San Thien Phong),"211 Hà Huy Tập, Phường Tân Lợi, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",42,7.4,7.4,7.7,7.3,7.7,0,0,0,0,1,0,1,1,1,Không có giá trước,277.778
Van Long Lakeside View Guesthouse,"71b Y Jut, Huyện Lắk, Buôn Ma Thuột, Việt Nam, 630000","7,9",18,9.6,8.5,8.5,7.9,7.3,0,0,0,0,0,0,1,1,1,950.000,313.307
Khôi Đại Hotel (Khoi Đai Hotel),"47 Nguyễn Lương Bằng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,5",16,6.0,6.8,5.9,5.9,6.2,0,0,0,0,1,0,1,1,1,545.364,463.426
THE MYST No47 HOUSE BUON MA THUOT,"38 Lê Anh Xuân Lô 38 Lê Anh Xuân, phường Thắng Lợi, Thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",71,8.8,9.2,9.1,9.4,9.3,1,0,0,1,0,0,0,1,1,751.171,708.333
"Nhà mặt đất 100 m² 2 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Happy Homestay)","251 Nguyen Thi Dinh, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 630000","9,0",292,9.1,9.7,9.5,9.0,9.3,1,1,0,1,0,0,0,1,1,Không có giá trước,203.704
Khách Sạn Tuấn Vũ (Tuan Vu Hotel),"07 PHAN TRỌNG TUỆ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","8,6",11,8.9,9.1,8.7,7.6,8.9,1,1,0,1,1,1,1,1,1,636.889,433.665
Nhà nghỉ Sim BMT (Nha nghi Sim BMT),"40 Ngô Gia Tự, phường Tân An, thành phố Buôn Ma Thuột, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 02623",Không có điểm đánh giá,Không có số nhận xét,Không có,Không có,Không có,Không có,Không có,0,0,0,0,0,0,0,1,1,Không có giá trước,270.455
Khách sạn Ban Mê Central (Hotel Ban Me Central),"63-65-67 Ngô Quyền,,Phường Tân Lợi,Thành phố Buôn Ma Thuột,Tỉnh Đăk Lăk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,2",87,8.9,8.7,8.3,8.1,8.3,0,1,0,0,0,1,1,1,1,Không có giá trước,Không có giá sau
"Căn hộ 16 m² 3 phòng ngủ, 3 phòng tắm riêng ở Thành phố Buôn Ma Thuột (Luxurious, Private. Peaceful, Convenient, Clean.)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","2,2",2,2.0,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,Không có giá trước,Không có giá sau
"Căn hộ 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Phòng đơn)","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,6",4,7.3,7.3,7.3,7.3,7.3,0,0,0,0,0,0,0,0,0,264.550,231.071
HARMONY Botanic,"66/6 Nguyễn Công Trứ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","9,8",3,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,0,1,1,Không có giá trước,2.444.444
Khách sạn Lys (Lys Hotel),"Nguyễn Thượng Hiền, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",176,8.1,8.5,8.5,7.8,8.4,0,1,0,1,0,0,0,1,1,377.093,339.506
Khách Sạn Trung Anh 78 HAI BÀ TRƯNG BMT (Khach San Trung Anh 78 HAI BA TRUNG BMT),"78 HAI BÀ TRƯNG PHƯỜNG THẮNG LỢI, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,8",8,9.2,8.9,8.7,8.6,9.0,0,0,0,0,0,0,0,1,1,Không có giá trước,324.074
Kakul A'House,"279 Nguyễn Hữu Thấu, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,3",3,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1,1,1,Không có giá trước,1.250.000
Nhà Của Mom (Nha Cua Mom),"487/18 Nguyễn Văn Cừ, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","7,3",4,5.8,7.5,5.8,6.7,6.7,1,1,1,0,1,1,1,1,1,1.046.058,833.333
Khách sạn Lộc Sơn (Loc Son Hotel),"10 Phan Đăng Lưu, Tân An, Lộc Sơn, 7 tầng, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63109","8,8",35,8.9,8.6,8.0,8.9,9.4,1,0,0,0,1,0,1,1,1,Không có giá trước,462.963
homestay nhà sàn,"Y Wang, H'Đơk, Ea Kao, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam",10,3,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,1,1,1,Không có giá trước,324.074
"Nhà trệt 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Buôn Ma Thuột (Cọ Cùn Homestay/ Handmade/ Paintings (1 qbed))","Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam","8,5",11,10.0,10.0,9.7,9.0,10.0,1,0,0,1,0,0,0,0,0,423.916,343.911
KHÁCH SẠN HỒNG KÔNG (KHACH SAN HONG KONG),"05 Lý Tự Trọng, P.Tân An, TP.Buôn Ma Thuột, Đắk Lắk, Trung tâm thành phố Buôn Ma Thuột, Buôn Ma Thuột, Việt Nam, 63000","7,4",24,8.8,8.3,8.5,6.5,6.5,1,0,0,0,1,0,1,1,1,333.247,324.074
