name,address,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
Khách sạn Cochin Zen (Cochin Zen Hotel),"46-46 bis Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam, 700000","8,5",5776,9.2,8.8,8.4,8.2,8.7,0,1,1,0,1,1,1,1,0,6.869.406,2.093.983
KHÁCH SẠN LA VELA SÀI GÒN (LA VELA SAIGON HOTEL),"Nam Kỳ Khởi Nghĩa, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,9",25222,8.9,9.2,9.0,9.2,9.2,1,1,1,0,1,1,1,1,1,23.456.790,9.969.136
Khách Sạn & Căn Hộ T-Ritz Sài Gòn (T-Ritz Saigon Hotel & Apartment),"20 - 22 Phạm Ngọc Thạch, Quận 3, Thành phố Hồ Chí Minh, Việt Nam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","8,8",3882,8.8,8.8,8.8,8.4,9.2,1,1,1,0,1,1,1,1,1,4.610.053,2.910.053
GRAND LEE HOTEL,"No. 8A, 137 Binh Quoi, Ward 27, Binh Thanh District, Ho Chi Minh City, Bình Thạnh, Hồ Chí Minh, Việt Nam, 72353","8,7",2282,8.7,9.1,9.0,8.9,9.1,1,0,0,0,0,0,1,1,1,951.145,364.579
B-HOMEAWAY,"122/6 Trần Đình Xu, Quận 1, Hồ Chí Minh, Việt Nam","6,2",179,7.3,6.5,6.7,6.0,5.7,0,0,0,0,0,0,0,1,1,Không có giá trước,370.370
The Concept Hotel HCMC - Premium,"27 Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","9,2",507,9.4,9.5,9.3,9.1,9.4,0,0,0,1,0,1,1,1,0,Không có giá trước,Không có giá sau
Midas Hotel 2,"131 Đ. Cao Thắng, Phường 17, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000","7,9",238,8.5,8.6,8.5,8.5,8.8,1,0,0,0,0,0,1,1,1,1.200.000,463.100
Nicecy Hotel - Yersin Street,"No. 7, Yersin Street, Cau Ong Lanh Ward, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,9",248,7.8,7.7,7.6,6.8,7.1,0,1,1,0,1,0,1,1,1,1.747.904,241.233
Khách Sạn King Sài Gòn Sân Bay (King Hotel Saigon Airport),"25/22 Cuu Long Street, Ward 2 , Tan Binh District. Hcm City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,3",723,7.9,7.9,7.5,7.0,7.2,1,1,0,0,1,0,1,1,1,797.808,391.517
Arista 5 - Serviced Apartment,"2 Ngô Văn Năm, Quận 1, Hồ Chí Minh, Việt Nam","7,5",444,8.7,7.9,7.9,7.6,7.7,0,0,0,0,0,0,0,1,0,760.983,600.000
Khách sạn Lam Kinh (Lam Kinh Hotel),"No. 580-582, Nguyen Trai Street, Ward 8, District 5, Quận 5, Hồ Chí Minh, Việt Nam","7,6",842,8.0,7.9,7.4,7.2,7.5,1,0,0,0,0,0,1,1,1,Không có giá trước,703.704
Khách sạn và Căn hộ Cherry (Cherry Hotel and Apartment),"406/14 Cong Hoa Street, Ward 13, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,2",1709,8.2,8.5,8.5,8.2,8.4,1,1,0,0,0,1,1,1,1,907.508,628.456
Senho Hotel,"110/6 Tô Hiệu, Tân Phú, Hồ Chí Minh, Việt Nam","7,4",308,7.9,8.0,7.9,7.7,7.8,1,1,0,1,0,0,0,1,1,1.500.000,315.397
Khách Sạn Blue Airport (The Blue Airport Hotel),"2/37 Phan Thuc Duyen, Ward 4, Tan Binh Dist, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,1",1714,7.5,7.3,7.1,6.8,7.3,0,0,0,0,0,1,1,1,1,541.758,437.017
LE SAIGON HOTEL,"17 Dong Da Street, Ward 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,2",3455,8.5,8.5,8.4,7.9,8.4,1,1,0,0,1,1,1,1,1,2.788.670,594.246
Khách sạn Mai House Sài Gòn (Mai House Saigon Hotel),"157 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh, Việt Nam, 700000","9,2",5150,9.2,9.4,9.3,9.4,9.7,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Khách sạn Palace Sài Gòn (Palace Hotel Saigon),"56-66 Nguyễn Huệ, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam","7,9",5978,9.1,7.8,7.7,7.4,7.8,0,1,1,0,1,1,1,1,0,3.050.000,1.593.617
The Moon 2 Hotel,"245 Number 1 Street, Binh Tri Dong B Ward,, Bình Tân, Hồ Chí Minh, Việt Nam, 700000","9,8",38,10.0,10.0,10.0,10.0,10.0,0,0,0,0,1,0,1,1,1,3.170.103,1.417.141
Lalala Inn Hotel,"No. 19, 115 Trần Quốc Thảo, Ward V, Thi Su, Vietnam, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,6",157,8.3,7.8,7.5,7.7,7.9,1,1,0,0,0,0,1,1,1,936.398,567.927
Khách sạn Mường Thanh khách sạn Sài Gòn sang trọng (Khach san Muong Thanh Luxury Saigon Hotel),"No. 261C, Nguyen Van Troi Street, Ward 10, Phu Nhuan District, Ho Chi Minh City, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700.000","8,6",5284,8.8,9.0,8.9,8.8,9.1,1,1,1,0,1,1,1,1,1,3.400.000,1.695.998
Khách Sạn Bonita THT (Bonita THT Hotel),"185 Tô Hiến Thành, Phường 13, Quận 10, Quận 10, Hồ Chí Minh, Việt Nam","7,9",570,8.4,8.3,8.1,7.9,7.9,1,0,0,0,0,0,1,1,1,Không có giá trước,342.758
Vuong Tron homestay,"191/34 Cống quỳnh Phường nguyễn cư trinh quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,0",347,7.7,7.5,7.2,7.0,7.2,1,0,0,0,0,0,1,1,1,415.822,333.333
First Hotel,"18 Hoàng Việt, Quận Tân Bình , Tân Bình, Hồ Chí Minh, Việt Nam,","7,9",3257,8.1,8.2,8.0,7.7,8.0,1,1,1,0,1,1,1,1,1,2.000.000,964.879
Ohio Hotel & Apartment,"18A/46 Nguyen Thi Minh Khai Street, Da Kao, District 1, Ho Chi Minh City, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,5",934,8.0,7.5,7.3,6.9,7.1,1,0,0,0,0,0,1,1,1,765.748,369.856
Khách sạn Enjoy 5A (Enjoy Hotel 5A),"So 2 Duong 5A khu dan cu Trung Son,, Bình Hưng, Hồ Chí Minh, Việt Nam, 700000","8,2",272,8.5,8.2,8.5,8.1,8.4,0,0,0,0,0,0,1,1,1,1.600.000,847.407
The Concept Hotel HCMC- City Center,"No. 160 Bis, Bui Thi Xuan Street, Phuong Pham Ngu Lao, Quận 1, Hồ Chí Minh, Việt Nam, 000000","8,9",1752,9.2,9.4,9.2,8.9,9.2,0,0,0,1,0,1,1,1,0,Không có giá trước,Không có giá sau
Lucky Star Hotel Q5,"60/3 Nguyen Trai Street, Ward 3, District 5, Ho Chi Minh City, Quận 5, Hồ Chí Minh, Việt Nam, 700000","7,3",277,7.8,7.7,7.2,6.8,7.3,1,0,0,0,1,0,1,1,1,3.501.400,549.251
Start House Coliving,"B50 Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam, 72108","8,5",645,8.6,9.0,8.2,8.0,8.5,1,0,0,0,0,0,1,1,1,Không có giá trước,440.741
K&T Hotel - Sân Bay Tân Sơn Nhất,"307/16, Nguyen Van Troi Street, Ward 1, Tan Binh District, Ho Chi Minh City, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,7",478,8.0,8.2,8.0,7.3,7.8,0,0,0,0,0,0,1,1,0,Không có giá trước,Không có giá sau
Queen Hotel Saigon Airport,"93 Lam Son, Ward 2, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","7,3",1116,8.2,7.9,7.2,6.6,6.8,1,0,0,0,0,0,1,1,1,1.062.131,375.886
MDHOTEL 2,"105/16 Nguyen Thi Tu Street, Binh Hung Hoa B Ward, Binh Tan District, Ho Chi Minh City, V, Bình Tân, Hồ Chí Minh, Việt Nam, 71900","7,3",378,7.9,8.0,8.1,7.5,7.8,0,0,0,0,0,0,1,1,1,300.667,296.296
Seven Stars Hotel,"1490 Đường Trường Sa, Tân Bình, Hồ Chí Minh, Việt Nam","8,3",54,7.8,8.2,7.4,7.2,7.4,0,0,0,0,0,0,0,1,1,525.084,333.333
Ngọ house,"132 Ngô Thị Thu Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","8,1",495,8.7,8.9,8.6,8.4,8.6,1,0,0,0,0,0,1,1,1,Không có giá trước,694.444
VINHOMES GRAND PARK QUẬN 9 Căn hộ LUXURY MASTERI CENTRE POINT (VINHOMES GRAND PARK QUAN 9 Can ho LUXURY MASTERI CENTRE POINT),"581 Nguyễn Xiển, Quận 9, Hồ Chí Minh, Việt Nam","8,9",46,8.6,9.1,9.1,9.1,9.6,1,0,0,0,1,1,1,1,1,1.624.209,791.667
Khách sạn Lê Ngân Phùng (Le Ngan Phung Hotel),"Alley 79, Hoa Sữa, P.7, Q.Phu Nhuan, Ho-Chi-Minh, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000","6,7",243,7.3,7.0,6.9,6.3,6.5,1,0,0,0,0,0,1,1,1,Không có giá trước,266.000
Lotus Hotel 18 Nguyen Phi Khanh,"No. 18, Nguyen Phi Khanh Street, Tan Dinh Ward, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,8",163,8.3,8.4,8.1,7.8,8.1,1,0,1,0,1,1,1,1,1,1.700.000,702.988
Khách sạn Hoàng Hà - Lê Hồng Phong (Hoang Ha Le Hong Phong Hotel),"793 Lê Hồng Phong, Phường 12, Quận 10, Quận 10, Hồ Chí Minh, Việt Nam","7,7",25,9.1,8.7,8.5,7.8,8.2,0,1,0,0,1,1,0,1,1,Không có giá trước,291.667
Khách sạn Centana Central (Centana Central Hotel),"270 Lý Tự Trọng, Phường Bến Thành, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam","7,2",1160,8.3,7.5,7.4,6.5,6.8,1,0,0,0,1,0,1,1,0,Không có giá trước,Không có giá sau
The Lumiere,"9 Lê Văn Huân, phường 13, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,9",881,8.3,8.0,8.2,7.7,7.9,1,1,0,0,0,0,0,1,1,980.000,488.888
Khách sạn The Jade (The Jade Hotel),"52-54 Than Nhan Trung, Phuong 13, Tan Binh, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,1",942,8.4,8.4,8.3,7.9,8.3,1,1,1,1,0,0,1,1,0,1.000.000,321.852
Khách sạn Thượng Hải (Thuong Hai Hotel),"93 Ngô Quyền, phường 11, quận 5 , tp hồ chí minh, Quận 5, Hồ Chí Minh, Việt Nam","7,3",158,7.4,7.2,7.2,6.5,7.0,0,0,0,0,0,0,1,1,1,Không có giá trước,324.074
Khách Sạn OYO 616 Cường Thanh 1 (OYO 616 Cuong Thanh 1 Hotel),"42/2, Tran Thien Chanh, Phuong 12, Quan 10, Ho Chi Minh, Quận 10, Hồ Chí Minh, Việt Nam, 700000","7,8",17,8.0,8.4,8.3,7.5,7.9,0,0,0,0,0,1,1,1,1,568.582,444.444
Mia Sài Gòn - Khách Sạn Luxury Boutique (Mia Saigon - luxury boutique hotel),"2-4, đường số 10, khu phố 4, phường An Phú, Quận 2, Quận 2, Hồ Chí Minh, Việt Nam, 700000","9,1",2885,8.5,9.6,9.3,9.3,9.7,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Dlux Bạch Đằng (Dlux Bach Đang),"153 Đường Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam","6,7",242,7.2,6.4,5.8,5.8,5.9,0,0,0,0,0,1,0,1,0,412.009,402.778
Cali Homestay,"No. 4, 59, Dinh Bo Linh, Ward 26, Binh Thanh District, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000","8,1",519,7.9,8.3,7.8,7.7,7.8,0,0,0,0,0,0,0,1,1,1.000.000,384.332
Ace Hotel Ben Thanh,"100 Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,5",3121,8.7,7.8,7.5,6.6,7.1,1,1,0,0,1,0,1,1,0,1.053.808,529.525
Felix Garden Hotel,"908 Tạ Quang Bửu, Phường 5, Quận 8, Quận 8, Hồ Chí Minh, Việt Nam, 70000","7,0",162,7.0,7.3,7.3,6.5,6.7,0,0,0,0,0,0,0,1,1,650.000,282.019
Hotel Trung Mai,"15 Truong Hoang Thanh Str., Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,7",36,6.0,6.0,5.0,5.0,5.0,0,0,0,0,0,0,1,1,1,627.475,354.667
Khách sạn Cactusland Boutique (Cactusland Boutique Hotel),"28 Rach Bung Binh, Ward 8, District 3, Quận 3, Hồ Chí Minh, Việt Nam, 00000","7,8",687,8.4,8.3,7.7,7.4,7.7,0,0,0,0,0,0,0,1,0,1.017.026,645.058
Saigon River Hotel - Quận 2 (SAIGON River Hotel - Dist 2),"35/8, Đường Số 19, Phường An Khanh, Tha`nh phố Thủ Đức, Quận 2, Hồ Chí Minh, Việt Nam, 70000","7,9",955,8.3,8.3,8.2,7.5,8.0,0,0,0,1,1,0,1,1,1,386.459,313.182
Khách sạn Hà My (Ha My Hotel),"32 đường số 6, phường Linh Trung, quận Thủ Đức, thành phố Hồ Chí Minh (gần trường ĐH Ngân Hàng trên đường Hoàng Diệu 2), Thủ Đức, Hồ Chí Minh, Việt Nam, 700000","8,0",398,8.4,8.2,8.2,7.9,8.2,1,0,0,0,0,0,1,1,1,360.887,336.265
Lanura Apartments and Hotel,"No. 35, Room 406, Cong Hoa Street, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,8",1346,8.7,9.2,9.2,9.0,9.3,0,1,0,1,0,1,0,1,1,3.051.513,638.900
Khách sạn Sky Gem Sora (Sky Gem Hotel Sora),"11 Thái Văn Lung, Phường Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,2",4945,9.0,8.5,8.2,7.6,8.3,1,1,0,0,1,1,1,1,0,Không có giá trước,Không có giá sau
Khách sạn sân bay My Villa (My Villa Airport Hotel),"54/34 đường Bạch Đằng, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,8",1075,8.3,8.0,7.8,7.4,7.8,0,1,0,1,1,1,1,1,1,Không có giá trước,Không có giá sau
Pharaon Hotel,"56 duong so 7, khu dan cu Trung Son, Binh Hung, Binh Chanh, Bình Hưng, Hồ Chí Minh, Việt Nam, 70000","8,1",261,8.3,8.6,8.3,8.3,8.5,0,0,0,0,0,0,0,1,0,750.000,530.333
Cozrum Lux Hotel,"19C Bui Thi Xuan Street, Ben Thanh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,8",2500,8.6,8.0,8.0,7.4,7.6,0,0,0,0,0,0,1,1,0,1.180.759,634.646
Khách sạn Hạ Long (Ha Long Hotel),"76 L Văn Ch , Thủ Đức, Hồ Chí Minh, Việt Nam, 720300","8,5",257,8.6,8.9,8.8,8.4,8.7,1,1,0,0,1,0,1,1,1,Không có giá trước,340.799
Khách Sạn Riverside Sài Gòn (Riverside Hotel Saigon),"18-19-20 Tôn Đức Thắng , Quận 1, Hồ Chí Minh, Việt Nam, 71006","7,8",5387,8.8,7.9,7.9,7.1,7.7,1,1,0,0,1,0,1,1,0,1.484.273,837.786
khách sạn Vạn Thành Đạt (khach san Van Thanh Đat),"959 Đường Nguyễn Ảnh Thủ, Quận 12, Hồ Chí Minh, Việt Nam","8,4",41,7.8,7.4,7.6,7.4,7.4,0,0,0,0,0,0,1,1,1,291.569,231.481
Nguyệt Hà Hotel,"39 Phan Xich Long, Phuong 2, Nguyet Ha Hotel, Nguyệt Hà Hotel, Phú Nhuận, Hồ Chí Minh, Việt Nam, 72210","5,6",42,7.1,6.5,4.8,4.8,4.8,0,0,0,0,1,0,1,1,1,580.000,436.508
Cozrum Homes - Coraline House,"No. 41A, Hòa Hưng, Ward 13, District 10, Ho Chi Minh City, Vietnam, Quận 10, Hồ Chí Minh, Việt Nam, 0840001","7,7",701,8.3,7.9,7.9,7.9,7.7,1,0,0,1,0,0,0,1,1,Không có giá trước,498.767
Khách sạn sân bay Prague Sài Gòn (Prague Airport Hotel),"157 Bach Dang, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,8",1086,9.0,9.3,8.9,8.6,9.2,0,0,1,0,0,1,1,1,1,1.200.000,568.362
Khách sạn Eden Star Sài Gòn (Eden Star Saigon Hotel),"38 Bùi Thị Xuân, Phường Bến Thành, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam","8,4",7785,8.5,8.7,8.4,8.3,8.6,0,1,1,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Green Star Hotel,"26 Đỗ Quang Đẩu, P.Phạm Ngũ Lão, Q.1 TP.HCM, Quận 1, Hồ Chí Minh, Việt Nam, 70000","7,6",1363,8.5,8.1,7.8,7.2,7.5,0,1,0,0,1,1,1,1,0,Không có giá trước,Không có giá sau
Saigon Pink Hotel,"100 Ho Tung Mau, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,8",804,9.2,8.2,8.3,7.3,7.8,0,0,0,0,0,0,1,1,1,2.000.000,441.341
Vivian Airport Hotel Saigon,"No. 94-96 Thang Long, Ward 4, Tan Binh District, Ho Chi Minh City, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,4",1110,8.8,9.0,8.8,8.2,8.7,0,0,0,0,1,1,1,1,1,1.372.345,527.279
TN Central Hotel,"No. 22, Hai Ba Trung, Ben Nghe Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 70000","6,9",1882,8.6,7.2,7.1,6.4,6.7,1,0,0,0,1,0,1,1,1,1.232.129,466.175
Midas Hotel,"751 Đ. Lê Hồng Phong, Quận 10, Hồ Chí Minh, Việt Nam, 700000","7,4",336,8.0,7.9,7.6,7.5,7.7,1,0,0,0,0,1,1,1,1,906.984,510.234
Khách sạn Nhật Bình 2 (Nhat Binh 2 Hotel),"62 QL13, Bình Thạnh, Hồ Chí Minh, Việt Nam, 00700","7,0",193,7.2,7.5,7.3,7.0,7.2,1,0,0,1,0,1,0,1,1,385.000,283.154
Khách sạn AHA Residence (AHA Residence Hotel ),"284 Dien Bien Phu, Bình Thạnh, Hồ Chí Minh, Việt Nam, 700000","7,3",1004,7.8,7.3,7.4,7.0,7.2,1,1,0,0,1,0,1,1,0,793.475,404.615
Windsor Plaza Hotel,"18 An Dương Vương, Phường 9, Quận 5, Thành phố Hồ Chí Minh, Việt Nam, Quận 5, Hồ Chí Minh, Việt Nam, 700000","8,5",7884,8.3,8.7,8.5,8.5,8.8,1,1,1,0,1,1,1,1,1,3.500.130,1.496.736
THE QUEENDOR BOUTIQUE HOTEL,"2 Quách Văn Tuấn, Tân Bình, Hồ Chí Minh, Việt Nam, 70000","8,3",731,8.7,8.8,8.4,8.0,8.5,1,1,1,0,1,1,1,1,1,2.000.000,644.283
Fusion Suites Saigon,"3 - 5 Suong Nguyet Anh Street, District 1, Ho Chi Minh, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,9",6405,8.7,9.2,8.9,8.7,9.3,1,1,0,0,1,1,1,1,1,Không có giá trước,Không có giá sau
Azumaya Hotel Thai Van Lung 2,"29 Thái Văn Lung, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam","8,8",54,9.3,9.4,9.1,8.5,9.0,0,1,0,0,1,0,1,1,0,1.477.775,1.221.163
Khách sạn Hương Mai GA SAI GON,"204 Nguyễn Phúc Nguyên, Hương Mai, Quận 3, Hồ Chí Minh, Việt Nam","8,0",114,9.3,9.2,9.1,8.7,9.3,0,0,0,0,0,0,1,1,1,Không có giá trước,509.259
Khách sạn Bros (Bros Hotel),"220 Nguyen Cu Trinh, Nguyen Cu Trinh Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 70000","8,2",215,9.0,8.6,8.2,8.0,8.2,1,1,0,0,0,0,1,1,1,832.857,624.429
RUBY STAR HOTEL,"43 Trương Định, Quận 3, Hồ Chí Minh, Việt Nam, 700000","7,7",525,8.6,8.2,8.1,7.7,7.9,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
Bin Bin Hotel 12 - Near Sala Residence,"128 Trương Văn Bang, Quận 2, Hồ Chí Minh, Việt Nam, 71300","8,4",53,8.7,8.6,8.8,8.3,8.9,0,0,0,0,0,0,1,1,1,629.993,500.331
The Hammock Hotel Global City,"Do Xuan Hop, An Phu The Global City, The Global City, Quận 2, Hồ Chí Minh, Việt Nam","9,1",66,8.2,9.6,9.2,9.0,9.4,0,1,0,0,1,0,1,1,1,1.439.433,590.450
Alleyway Home,"162/7 Bui Thi Xuan, Pham Ngu Lao Ward, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","6,0",606,6.6,6.6,6.1,5.7,5.8,0,1,0,1,1,1,1,1,1,473.962,329.167
Khách sạn C Central (C Central Hotel),"216 Đề Th m, Quận 1, Hồ Chí Minh, Việt Nam, 700000","7,4",4488,8.1,7.7,7.4,6.8,7.4,1,1,0,0,1,0,1,1,1,2.552.638,939.220
MG Rosé Boutique Hotel,"No. 6, 283, Pham Ngu Lao, Phuong Pham Ngu Lao, Quận 1, Hồ Chí Minh, Việt Nam","7,9",214,9.0,8.3,7.9,7.1,7.8,0,0,0,0,0,0,0,1,0,740.592,514.987
TTC Hotel Deluxe Airport,"315 Ho&#224;ng Văn Thụ, phường 2, quận T&#226;n B&#236;nh, Tân Bình, Hồ Chí Minh, Việt Nam, 72519","7,8",724,8.2,8.0,7.7,7.4,7.8,0,1,0,0,0,1,1,1,1,1.210.000,842.636
Tan Thanh Cong Hotel,"117 Trần Bình Trọng, Quận 5, Quận 5, Hồ Chí Minh, Việt Nam","7,8",59,7.3,7.4,7.8,6.6,7.3,0,0,0,0,0,0,1,1,1,Không có giá trước,708.333
Khách sạn Như Ý (Nhu Y Hotel),"No. 185, Street No. 16, Binh Tan District, Ho Chi Minh City, Bình Tân, Hồ Chí Minh, Việt Nam, 70000 – 74000","8,1",403,8.3,8.6,8.3,7.8,8.2,0,0,0,0,0,0,1,1,1,500.000,311.667
HOLO BEN THANH SAIGON Serviced HomeStay,"61 Phó Đức Chính, Quận 1, Hồ Chí Minh, Việt Nam","7,7",337,8.8,8.4,7.8,7.4,7.6,1,0,0,0,0,0,0,1,0,990.577,780.016
Khách sạn Love Hotel Eros 2 (Eros Hotel 2 - Love Hotel),"Cách Mạng Tháng Tám, Quận 3, Hồ Chí Minh, Việt Nam, 72413","7,3",173,7.2,7.8,7.4,7.4,7.5,0,0,0,0,1,0,1,1,1,838.835,452.469
Khách Sạn Mi Linh (Mi Linh Hotel),"B38A Bạch Đằng, Phường 02, Quận Tân Bình , Tân Bình, Hồ Chí Minh, Việt Nam, 700000","7,2",2996,8.0,7.5,7.6,6.1,6.6,1,1,0,0,1,0,1,1,1,Không có giá trước,387.230
Haven Hut Riverside Hotel,"No. 142, Ton That Thuyet Street, Quận 4, Hồ Chí Minh, Việt Nam, 700000","8,3",796,8.5,8.9,8.7,8.5,8.9,1,0,0,0,1,0,1,1,1,2.000.000,742.730
Loove Hotel - Khách Sạn Tình Yêu,"LOOVE HOTEL 2, No. 18, Pham Cong Tru Street, Thanh My Loi Ward, Thu Duc City, Ho Chi Minh City, Quận 2, Hồ Chí Minh, Việt Nam, 70000","8,0",318,7.8,8.7,8.6,8.2,8.4,0,0,0,0,0,0,1,1,1,505.235,199.736
Khách Sạn Trần Long,"50 Đường Nguyễn Thị Nhuần, Quận 12, Hồ Chí Minh, Việt Nam","6,7",13,7.5,7.5,9.0,8.0,9.5,0,0,0,0,0,0,1,1,0,291.374,248.247
Signature by M Village Hai Bà Trưng,"74 Hai Ba Trung street, ward Ben Nghe, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000","9,1",1782,9.7,9.6,9.3,8.6,9.4,0,0,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
